Alza;Televize;https://www.alza.cz/televize/18849604-p$page.htm;MinerAlza
CZC;Mobily;https://www.czc.cz/mobilni-telefony/produkty?q-first=$page;MinerCZC
Datart;Mobily;https://www.datart.cz/mobilni-telefony.html?showPage&page=$page&limit=16;MinerDatart
CZC;Notebooky;https://www.czc.cz/notebooky/produkty?q-first=$page;MinerCZC
CZC;Televize;https://www.czc.cz/televize/produkty?q-first=$page;MinerCZC
Datart;Televize;https://www.datart.cz/televize.html?showPage&page=$page&limit=16;MinerDatart
Datart;Notebooky;https://www.datart.cz/pc-notebooky.html?showPage&page=$page&limit=16;MinerDatart
Alza;Mobily;https://www.alza.cz/mobily/18843445-p$page.htm;MinerAlza
Alza;Notebooky;https://www.alza.cz/notebooky/18842920-p$page.htm;MinerAlza
